RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
37.971,Sell,22.594,Sell,0.000,Oversold,-0.322,Sell,0.8800,Less Volatility,54.425,Sell,-158.3095,Sell,-1.9757,Sell,21.842,Oversold,-17.515,Sell,-97.727,Oversold,-3.3100,Sell,Buy (0) ,Strong Sell,16240,-0.37,KRDMB,2023-03-22,SAT,16.900,SAT,17.952,SAT,18.846,SAT,17.886,AL,15.448,AL,12.334,SAT,Buy (4)
40.799,Sell,25.529,Sell,9.453,Oversold,-0.190,Sell,0.3621,Less Volatility,33.728,Sell,-140.6093,Sell,-0.3543,Sell,25.916,Oversold,-8.774,Sell,-86.508,Oversold,-0.5720,Sell,Buy (0) ,Strong Sell,710,+1.43,KRPLS,2023-03-22,SAT,7.18,SAT,7.48,SAT,7.52,SAT,7.80,SAT,9.03,AL,6.79,SAT,Buy (1)
52.186,Neutral,35.213,Sell,15.680,Oversold,0.310,Buy,2.4343,High Volatility,23.379,Neutral,-13.4465,Neutral,0.0000,Neutral,37.576,Sell,13.200,Buy,-44.681,Buy,1.0620,Buy,Buy (4) ,Buy,3394,+1.13,NTGAZ,2023-03-22,SAT,34.33,SAT,34.59,AL,33.01,AL,33.26,SAT,38.62,AL,27.47,AL,Buy (7)
57.973,Buy,42.756,Sell,55.734,Buy,0.110,Buy,0.3157,High Volatility,28.156,Buy,34.7913,Neutral,0.0000,Neutral,47.780,Sell,5.506,Buy,-32.727,Buy,0.3480,Buy,Buy (7) ,Strong Buy,595,+1.71,IZFAS,2023-03-22,AL,5.72,AL,5.77,AL,5.72,AL,5.34,AL,5.42,AL,4.36,AL,Buy (12)
54.925,Neutral,52.374,Neutral,34.386,Sell,1.610,Buy,3.1071,High Volatility,40.807,Sell,4.6758,Neutral,0.0000,Neutral,47.107,Sell,11.173,Buy,-38.462,Buy,0.5140,Buy,Buy (4) ,Buy,5980,+1.53,AEFES,2023-03-22,SAT,60.75,SAT,61.52,AL,57.98,AL,55.58,AL,58.34,AL,48.08,AL,Buy (8)
57.580,Buy,38.116,Sell,52.800,Neutral,9.090,Buy,17.9643,Less Volatility,24.309,Sell,44.5703,Neutral,0.5357,Buy,49.699,Neutral,5.038,Buy,-41.831,Buy,9.6100,Buy,Buy (6) ,Strong Buy,27320,+5.93,GESAN,2023-03-22,AL,266.12,AL,265.88,AL,258.16,AL,235.60,AL,237.17,AL,153.47,AL,Buy (12)
54.673,Neutral,36.571,Sell,29.085,Sell,0.344,Buy,0.7221,Less Volatility,24.158,Sell,-50.7909,Sell,0.0000,Neutral,50.664,Neutral,-11.728,Sell,-61.798,Sell,-0.1180,Sell,Buy (1) ,Strong Sell,7090,+1.43,VANGD,2023-03-22,SAT,7.208,AL,7.037,AL,7.126,AL,5.811,AL,5.756,AL,4.851,AL,Buy (11)
60.187,Buy,43.119,Sell,2.329,Oversold,1.280,Buy,1.2043,Less Volatility,41.785,Neutral,-1.2040,Neutral,0.0000,Neutral,40.634,Sell,12.456,Buy,-48.017,Neutral,0.4760,Buy,Buy (4) ,Buy,1921,+0.73,TNZTP,2023-03-22,SAT,19.52,SAT,19.83,AL,18.34,AL,15.62,AL,7.81,AL,3.91,AL,Buy (8)
38.352,Sell,35.250,Sell,0.000,Oversold,-0.150,Sell,0.8929,Less Volatility,33.196,Sell,-187.3181,Sell,-1.7821,Sell,36.635,Sell,-10.307,Sell,-95.833,Oversold,-2.6660,Sell,Buy (0) ,Strong Sell,16350,-0.85,KAREL,2023-03-22,SAT,17.362,SAT,18.203,SAT,18.501,SAT,17.693,SAT,17.873,AL,12.704,SAT,Buy (2)
41.693,Sell,28.227,Sell,0.572,Oversold,-0.320,Sell,1.7271,Less Volatility,20.300,Sell,-167.5059,Sell,-1.8457,Sell,35.369,Sell,-11.339,Sell,-92.593,Oversold,-2.3340,Sell,Buy (0) ,Strong Sell,2160,+0.19,RUBNS,2023-03-22,SAT,22.49,SAT,23.74,SAT,23.32,SAT,23.51,SAT,26.42,AL,20.53,SAT,Buy (1)
41.279,Sell,20.291,Sell,7.187,Oversold,-0.229,Sell,1.2807,Less Volatility,34.598,Sell,-151.2593,Sell,-1.3400,Sell,22.818,Oversold,-18.750,Sell,-92.369,Oversold,-3.2700,Sell,Buy (0) ,Strong Sell,16300,+0.56,NIBAS,2023-03-22,SAT,16.856,SAT,17.717,SAT,19.240,SAT,17.490,AL,15.958,AL,12.583,SAT,Buy (4)
44.587,Sell,39.182,Sell,17.028,Oversold,-0.020,Sell,3.3964,Less Volatility,34.867,Sell,-157.4925,Sell,-3.1750,Sell,42.355,Sell,-9.570,Sell,-88.211,Oversold,-5.6420,Sell,Buy (0) ,Strong Sell,7895,+1.94,AKSA,2023-03-22,SAT,81.34,SAT,82.04,SAT,84.62,SAT,79.94,SAT,81.96,AL,70.97,SAT,Buy (2)
84.734,Overbought,72.879,Buy,100.000,Overbought,3.959,Buy,2.5993,High Volatility,51.228,Buy,133.6862,Buy,7.7014,Buy,73.047,Overbought,72.067,Buy,-7.134,Overbought,10.1460,Buy,Buy (7) ,Strong Buy,34380,+9.14,DGGYO,2023-03-22,AL,31.608,AL,27.666,AL,23.212,AL,18.787,AL,17.822,AL,15.027,AL,Buy (12)
54.118,Neutral,27.595,Sell,32.062,Sell,9.300,Buy,21.7000,Less Volatility,24.756,Sell,-58.5688,Sell,-0.7429,Sell,44.551,Sell,-1.307,Sell,-64.655,Sell,-6.6720,Sell,Buy (1) ,Strong Sell,58280,+2.80,FROTO,2023-03-22,AL,571.86,SAT,585.86,SAT,583.12,AL,539.43,AL,486.17,AL,400.71,AL,Buy (10)
58.719,Buy,41.430,Sell,52.662,Neutral,2.710,Buy,5.2821,High Volatility,31.469,Buy,102.9639,Buy,1.9571,Buy,58.630,Buy,8.086,Buy,-50.203,Neutral,9.8640,Buy,Buy (8) ,Strong Buy,9775,-2.93,ESCAR,2023-03-22,AL,97.66,AL,94.25,AL,92.58,AL,88.40,AL,86.06,AL,67.43,AL,Buy (12)
40.920,Sell,24.172,Sell,0.000,Oversold,-0.075,Sell,0.1271,Less Volatility,31.647,Sell,-151.1364,Sell,-0.1250,Sell,31.997,Sell,-6.183,Sell,-94.737,Oversold,-0.2040,Sell,Buy (0) ,Strong Sell,3490,-0.57,OYLUM,2023-03-22,SAT,3.568,SAT,3.638,SAT,3.639,SAT,3.795,SAT,4.174,SAT,3.711,SAT,Buy (0)
40.328,Sell,21.177,Sell,12.994,Oversold,-0.320,Sell,0.3993,Less Volatility,28.705,Sell,-114.5825,Sell,-0.3393,Sell,34.106,Sell,-4.762,Sell,-86.550,Oversold,-0.6920,Sell,Buy (0) ,Strong Sell,799,+1.52,MANAS,2023-03-22,SAT,8.12,SAT,8.45,SAT,8.47,SAT,9.14,SAT,11.04,SAT,8.25,SAT,Buy (0)
44.457,Sell,25.969,Sell,10.937,Oversold,-0.080,Sell,0.3607,Less Volatility,29.382,Sell,-109.1474,Sell,-0.1807,Sell,24.780,Oversold,-1.132,Sell,-89.147,Oversold,-0.4440,Sell,Buy (0) ,Strong Sell,523,+1.36,DERHL,2023-03-22,SAT,5.38,SAT,5.57,SAT,5.49,SAT,5.69,SAT,6.26,AL,4.99,SAT,Buy (2)
56.844,Buy,58.570,Buy,66.293,Buy,0.370,Buy,0.9643,High Volatility,29.204,Neutral,92.0171,Buy,0.0714,Buy,46.197,Sell,12.556,Buy,-30.769,Buy,1.6340,Buy,Buy (9) ,Strong Buy,1509,-1.37,GZNMI,2023-03-22,AL,15.02,AL,14.90,AL,14.06,AL,13.99,SAT,15.79,SAT,15.75,AL,Buy (8)
33.362,Sell,44.691,Sell,2.725,Oversold,-0.850,Sell,1.0036,Less Volatility,25.064,Sell,-230.6839,Oversold,-2.4493,Sell,37.308,Sell,-11.834,Sell,-92.469,Oversold,-4.3400,Sell,Buy (0) ,Strong Sell,1946,+0.10,KRVGD,2023-03-22,SAT,20.99,SAT,22.15,SAT,22.31,SAT,23.63,SAT,23.62,AL,17.32,SAT,Buy (2)
44.585,Sell,36.870,Sell,24.659,Oversold,-0.161,Sell,0.4114,Less Volatility,29.312,Sell,-109.2111,Sell,-0.1421,Sell,45.338,Sell,-3.784,Sell,-73.214,Sell,-0.2440,Sell,Buy (0) ,Strong Sell,8870,-2.53,SEKFK,2023-03-22,SAT,9.016,SAT,9.165,SAT,9.222,SAT,9.519,SAT,10.112,AL,8.406,SAT,Buy (2)
49.205,Neutral,44.404,Sell,7.177,Oversold,0.298,Buy,1.1307,High Volatility,32.265,Sell,-55.6222,Sell,-0.2143,Sell,40.743,Sell,7.834,Buy,-57.823,Sell,-0.7040,Sell,Buy (2) ,Strong Sell,14520,+0.14,ISGSY,2023-03-22,SAT,15.150,SAT,15.557,AL,14.586,AL,14.225,AL,14.395,AL,11.793,AL,Buy (7)
62.982,Buy,63.558,Buy,83.973,Overbought,0.636,Buy,1.1307,High Volatility,43.481,Buy,84.7015,Buy,0.7093,Buy,43.867,Sell,14.676,Buy,-33.540,Buy,2.0780,Buy,Buy (9) ,Strong Buy,22680,-1.31,IZINV,2023-03-22,SAT,22.668,AL,21.999,AL,20.851,AL,20.730,AL,21.985,AL,19.477,AL,Buy (11)
48.980,Neutral,63.754,Buy,55.019,Buy,-0.240,Sell,1.7229,Less Volatility,19.936,Neutral,31.4600,Neutral,0.0000,Neutral,44.031,Sell,-3.427,Sell,-41.262,Buy,0.3400,Buy,Buy (4) ,Buy,2482,-0.64,ISSEN,2023-03-22,SAT,25.12,AL,24.55,SAT,25.19,SAT,25.75,SAT,25.35,AL,18.56,SAT,Buy (5)
38.812,Sell,23.730,Sell,0.645,Oversold,-0.997,Sell,2.3264,Less Volatility,35.442,Sell,-156.9958,Sell,-3.2307,Sell,29.196,Oversold,-9.521,Sell,-90.925,Oversold,-5.8940,Sell,Buy (0) ,Strong Sell,46380,+0.30,CEMTS,2023-03-22,SAT,47.598,SAT,50.155,SAT,50.931,SAT,50.990,SAT,52.979,AL,42.437,SAT,Buy (2)
40.342,Sell,27.295,Sell,12.666,Oversold,-0.204,Sell,0.4079,Less Volatility,38.706,Sell,-110.5645,Sell,-0.3950,Sell,35.005,Sell,-3.518,Sell,-82.418,Oversold,-0.4960,Sell,Buy (0) ,Strong Sell,9600,+0.73,TURSG,2023-03-22,SAT,9.670,SAT,9.971,SAT,10.025,SAT,10.312,SAT,10.834,AL,8.410,SAT,Buy (2)
42.999,Sell,31.721,Sell,30.075,Sell,-0.924,Sell,1.4871,Less Volatility,22.772,Sell,-57.1950,Sell,-0.0443,Sell,42.722,Sell,-3.165,Sell,-78.646,Sell,0.1140,Buy,Buy (1) ,Strong Sell,30040,-1.96,SAYAS,2023-03-22,SAT,30.344,SAT,30.350,SAT,30.623,SAT,33.214,SAT,34.696,AL,25.208,SAT,Buy (2)
54.071,Neutral,55.518,Buy,46.283,Neutral,0.440,Buy,2.1186,High Volatility,30.897,Neutral,51.2664,Buy,0.0000,Neutral,39.088,Sell,16.924,Buy,-42.889,Buy,1.7700,Buy,Buy (6) ,Strong Buy,2564,-1.84,BRKVY,2023-03-22,SAT,26.77,SAT,25.78,AL,24.14,AL,25.29,AL,17.08,AL,8.54,AL,Buy (9)
45.714,Neutral,32.881,Sell,7.840,Oversold,-2.568,Sell,18.2000,Less Volatility,32.658,Sell,-109.4359,Sell,-10.8857,Sell,39.197,Sell,-2.998,Sell,-82.609,Oversold,-22.6720,Sell,Buy (0) ,Strong Sell,478700,+0.59,PGSUS,2023-03-22,SAT,487.000,SAT,493.730,SAT,494.870,SAT,492.880,AL,455.165,AL,335.318,SAT,Buy (4)
36.688,Sell,24.464,Sell,25.440,Sell,-19.570,Sell,17.7143,Less Volatility,58.706,Sell,-74.0427,Sell,-20.6357,Sell,31.614,Sell,-44.935,Sell,-88.633,Oversold,-43.4600,Sell,Buy (0) ,Strong Sell,16460,-4.47,ULUSE,2023-03-22,AL,164.28,SAT,171.72,SAT,232.15,SAT,221.74,SAT,202.76,SAT,178.30,SAT,Buy (1)
39.362,Sell,26.347,Sell,16.266,Oversold,-2.040,Sell,2.1486,Less Volatility,35.372,Sell,-142.9218,Sell,-2.2543,Sell,33.238,Sell,-9.706,Sell,-86.311,Oversold,-4.2800,Sell,Buy (0) ,Strong Sell,3820,+2.03,KONKA,2023-03-22,SAT,39.18,SAT,40.59,SAT,41.77,SAT,45.65,SAT,52.61,SAT,39.73,SAT,Buy (0)
40.106,Sell,32.467,Sell,11.161,Oversold,-0.050,Sell,0.1757,Less Volatility,39.786,Sell,-113.2696,Sell,-0.1293,Sell,44.008,Sell,-7.884,Sell,-76.471,Sell,-0.3680,Sell,Buy (0) ,Strong Sell,444,+0.68,ZRGYO,2023-03-22,SAT,4.49,SAT,4.57,SAT,4.75,SAT,4.62,SAT,4.87,AL,4.27,SAT,Buy (2)
46.925,Neutral,37.713,Sell,23.602,Oversold,-0.130,Sell,1.4514,High Volatility,39.235,Sell,-86.9926,Sell,-0.4214,Sell,31.001,Sell,-1.806,Sell,-75.309,Sell,-1.2700,Sell,Buy (0) ,Strong Sell,2830,+2.61,BIZIM,2023-03-22,SAT,29.04,SAT,29.52,SAT,28.81,SAT,29.54,SAT,30.01,AL,25.79,SAT,Buy (2)
44.918,Sell,17.712,Oversold,6.818,Oversold,-0.200,Sell,0.7614,Less Volatility,22.417,Sell,-107.7929,Sell,-0.5743,Sell,34.959,Sell,-9.379,Sell,-85.479,Oversold,-1.0320,Sell,Buy (0) ,Strong Sell,1547,+0.78,TRGYO,2023-03-22,SAT,15.58,SAT,16.20,SAT,16.24,SAT,16.28,SAT,16.25,AL,12.57,SAT,Buy (3)
36.197,Sell,18.579,Oversold,0.888,Oversold,-1.037,Sell,1.7836,Less Volatility,45.760,Sell,-138.9464,Sell,-2.7700,Sell,25.873,Oversold,-15.767,Sell,-96.343,Oversold,-4.2420,Sell,Buy (0) ,Strong Sell,17490,+0.34,BEYAZ,2023-03-22,SAT,18.398,SAT,19.919,SAT,20.914,SAT,21.487,SAT,19.333,AL,15.441,SAT,Buy (2)
40.497,Sell,24.131,Sell,51.922,Neutral,-0.687,Sell,0.8314,Less Volatility,26.112,Sell,-108.8452,Sell,-0.5871,Sell,36.112,Sell,-15.077,Sell,-85.625,Oversold,-1.1460,Sell,Buy (0) ,Strong Sell,14240,+1.14,TRCAS,2023-03-22,SAT,14.534,SAT,14.820,SAT,15.733,SAT,16.542,SAT,19.228,SAT,15.666,SAT,Buy (0)
69.918,Buy,54.505,Neutral,76.649,Overbought,7.307,Buy,7.0964,Less Volatility,34.869,Neutral,151.8029,Buy,3.1571,Buy,54.185,Buy,9.188,Buy,-17.588,Overbought,14.7680,Buy,Buy (7) ,Strong Buy,114500,+2.14,YUNSA,2023-03-22,AL,107.980,AL,107.300,AL,102.487,AL,84.715,AL,83.127,AL,63.694,AL,Buy (12)
44.233,Sell,27.929,Sell,6.646,Oversold,-0.038,Sell,0.3229,Less Volatility,23.041,Neutral,-150.4918,Sell,-0.3071,Sell,44.235,Sell,-7.523,Sell,-89.510,Oversold,-0.5020,Sell,Buy (0) ,Strong Sell,5040,+1.20,YAYLA,2023-03-22,SAT,5.188,SAT,5.395,SAT,5.338,SAT,5.262,SAT,5.891,SAT,5.104,SAT,Buy (0)
43.208,Sell,23.256,Sell,11.345,Oversold,-0.130,Sell,0.5714,Less Volatility,31.652,Sell,-122.3617,Sell,-0.4800,Sell,29.249,Oversold,-5.948,Sell,-87.907,Oversold,-0.8880,Sell,Buy (0) ,Strong Sell,1091,+1.49,FADE,2023-03-22,SAT,11.13,SAT,11.55,SAT,11.51,SAT,11.51,SAT,12.07,AL,10.05,SAT,Buy (2)
44.103,Sell,27.995,Sell,62.953,Buy,-0.680,Sell,0.8579,Less Volatility,17.560,Neutral,-45.3494,Neutral,0.0000,Neutral,38.109,Sell,-3.500,Sell,-69.091,Sell,0.2220,Buy,Buy (2) ,Strong Sell,1918,+2.40,ATATP,2023-03-22,AL,19.23,SAT,19.45,SAT,19.56,SAT,21.45,SAT,24.14,SAT,22.94,SAT,Buy (2)
48.987,Neutral,32.443,Sell,0.000,Oversold,1.920,Buy,3.4643,Less Volatility,29.326,Sell,-156.1451,Sell,-2.4679,Sell,35.774,Sell,1.467,Buy,-90.955,Oversold,-5.4040,Sell,Buy (2) ,Strong Sell,5530,-0.18,KLKIM,2023-03-22,SAT,57.71,SAT,59.00,SAT,58.31,AL,50.85,AL,46.16,AL,36.70,neutral,Buy (6)
50.910,Neutral,21.576,Sell,12.168,Oversold,0.059,Buy,0.3579,Less Volatility,23.385,Buy,-64.6630,Sell,-0.0414,Sell,37.085,Sell,-6.870,Sell,-80.357,Oversold,-0.0300,Sell,Buy (2) ,Strong Sell,6100,+0.49,ERSU,2023-03-22,AL,6.082,SAT,6.119,SAT,6.157,AL,5.831,AL,5.797,AL,5.040,AL,Buy (8)
38.581,Sell,41.134,Sell,31.303,Sell,-0.992,Sell,1.5671,Less Volatility,47.686,Sell,-157.5747,Sell,-1.0657,Sell,39.762,Sell,-9.979,Sell,-83.658,Oversold,-3.0000,Sell,Buy (0) ,Strong Sell,34980,-1.85,SELEC,2023-03-22,SAT,35.760,SAT,36.278,SAT,37.878,SAT,38.898,AL,34.870,AL,27.061,SAT,Buy (4)
57.906,Buy,52.867,Neutral,0.000,Oversold,1.159,Buy,1.3379,High Volatility,50.440,Buy,11.6003,Neutral,0.0000,Neutral,45.906,Sell,50.596,Buy,-45.072,Neutral,0.1840,Buy,Buy (5) ,Buy,11620,+1.22,KRGYO,2023-03-22,SAT,12.296,SAT,12.355,AL,10.312,AL,8.627,AL,8.685,AL,7.920,AL,Buy (8)
53.797,Neutral,33.094,Sell,32.938,Sell,0.112,Buy,0.3079,Less Volatility,37.410,Sell,-49.5892,Neutral,0.0000,Neutral,34.287,Sell,1.906,Buy,-57.522,Sell,-0.0740,Sell,Buy (2) ,Strong Sell,6960,+0.58,GEDIK,2023-03-22,SAT,6.976,SAT,7.032,AL,6.922,AL,6.602,AL,6.503,AL,5.957,AL,Buy (8)
47.277,Neutral,24.878,Sell,30.805,Sell,-0.013,Sell,0.2036,Less Volatility,26.639,Sell,-96.2447,Sell,-0.0443,Sell,27.188,Oversold,-0.632,Sell,-75.758,Sell,-0.0760,Sell,Buy (0) ,Strong Sell,4720,+2.39,AGYO,2023-03-22,SAT,4.740,SAT,4.838,SAT,4.784,SAT,4.788,SAT,5.002,SAT,5.051,SAT,Buy (0)
55.517,Buy,51.194,Neutral,56.859,Buy,0.549,Buy,1.8543,Less Volatility,36.941,Neutral,12.1040,Neutral,0.0000,Neutral,33.288,Sell,-4.442,Sell,-46.667,Neutral,1.1220,Buy,Buy (4) ,Buy,38000,+0.85,RALYH,2023-03-22,AL,37.512,AL,37.188,AL,37.411,AL,35.415,AL,33.587,AL,25.688,AL,Buy (12)
34.818,Sell,9.751,Oversold,5.936,Oversold,-7.480,Sell,4.7750,Less Volatility,26.515,Sell,-82.8256,Sell,-2.6500,Sell,36.276,Sell,-13.686,Sell,-93.939,Oversold,-4.3140,Sell,Buy (0) ,Strong Sell,5980,-0.99,CANTE,2023-03-22,SAT,60.39,SAT,62.39,SAT,65.53,SAT,85.12,SAT,113.57,SAT,96.71,SAT,Buy (0)
30.856,Sell,21.263,Sell,0.000,Oversold,-1.200,Sell,0.8443,Less Volatility,39.808,Sell,-146.4333,Sell,-1.3379,Sell,19.958,Oversold,-10.069,Sell,-95.152,Oversold,-1.9620,Sell,Buy (0) ,Strong Sell,1824,-0.44,KLRHO,2023-03-22,SAT,18.57,SAT,19.48,SAT,20.01,SAT,22.71,SAT,25.80,SAT,21.91,SAT,Buy (0)
38.126,Sell,22.289,Sell,4.860,Oversold,-0.370,Sell,0.5721,High Volatility,46.805,Sell,-120.1681,Sell,-0.6343,Sell,31.897,Sell,-5.738,Sell,-89.960,Oversold,-1.0320,Sell,Buy (0) ,Strong Sell,804,+0.75,RTALB,2023-03-22,SAT,8.31,SAT,8.84,SAT,8.78,SAT,9.51,SAT,10.51,SAT,9.30,SAT,Buy (0)
43.014,Sell,25.911,Sell,45.002,Neutral,-1.980,Sell,2.8179,Less Volatility,48.912,Sell,-75.4577,Sell,-1.3107,Sell,35.923,Sell,-7.198,Sell,-69.583,Sell,-3.0500,Sell,Buy (0) ,Strong Sell,7230,+3.21,KORDS,2023-03-22,AL,71.41,SAT,73.00,SAT,76.51,SAT,77.61,SAT,78.81,AL,66.66,SAT,Buy (4)
36.009,Sell,36.111,Sell,10.354,Oversold,-0.222,Sell,0.1679,Less Volatility,44.910,Sell,-159.1398,Sell,-0.2436,Sell,38.062,Sell,-10.962,Sell,-81.944,Oversold,-0.5440,Sell,Buy (0) ,Strong Sell,4640,+0.87,HUBVC,2023-03-22,SAT,4.762,SAT,4.882,SAT,5.091,SAT,5.449,SAT,6.126,SAT,5.412,SAT,Buy (0)
47.135,Neutral,24.116,Sell,21.301,Oversold,-0.955,Sell,6.7429,High Volatility,20.983,Sell,-42.9059,Neutral,-0.2143,Sell,32.224,Sell,-0.463,Sell,-81.448,Oversold,-0.2340,Sell,Buy (0) ,Strong Sell,108000,+0.56,JANTS,2023-03-22,SAT,109.860,SAT,111.200,SAT,109.320,SAT,112.363,SAT,122.577,AL,101.285,SAT,Buy (2)
42.400,Sell,21.874,Sell,17.382,Oversold,-0.286,Sell,0.5157,Less Volatility,30.358,Sell,-117.8748,Sell,-0.2400,Sell,39.518,Sell,-2.353,Sell,-89.637,Oversold,-0.7420,Sell,Buy (0) ,Strong Sell,7480,+2.19,EDIP,2023-03-22,SAT,7.694,SAT,7.894,SAT,7.886,SAT,8.684,SAT,8.356,AL,5.896,SAT,Buy (2)
31.558,Sell,31.072,Sell,6.570,Oversold,-0.790,Sell,0.5529,Less Volatility,37.809,Sell,-196.9664,Sell,-1.0607,Sell,27.984,Oversold,-11.970,Sell,-92.248,Oversold,-2.1140,Sell,Buy (0) ,Strong Sell,1410,+0.36,GOODY,2023-03-22,SAT,14.61,SAT,15.15,SAT,15.71,SAT,17.14,SAT,18.48,SAT,14.83,SAT,Buy (0)
35.931,Sell,27.863,Sell,0.000,Oversold,-0.716,Sell,1.1286,Less Volatility,30.376,Sell,-178.1889,Sell,-2.3543,Sell,24.934,Oversold,-14.851,Sell,-96.183,Oversold,-3.7280,Sell,Buy (0) ,Strong Sell,22380,-0.53,TATGD,2023-03-22,SAT,23.536,SAT,24.768,SAT,25.055,SAT,25.706,SAT,28.967,SAT,24.492,SAT,Buy (0)
79.542,Overbought,69.834,Buy,100.000,Overbought,1.555,Buy,1.1129,Less Volatility,68.982,Buy,164.6421,Buy,1.8071,Buy,62.852,Buy,28.966,Buy,-6.383,Overbought,3.7780,Buy,Buy (8) ,Strong Buy,19530,+2.30,DOGUB,2023-03-22,AL,18.724,AL,17.931,AL,16.740,AL,13.806,AL,11.568,AL,8.925,AL,Buy (12)
42.437,Sell,24.464,Sell,5.159,Oversold,-0.500,Sell,2.3964,Less Volatility,27.175,Sell,-151.5846,Sell,-2.6736,Sell,34.294,Sell,-7.973,Sell,-91.463,Oversold,-4.6440,Sell,Buy (0) ,Strong Sell,47800,+0.42,ISMEN,2023-03-22,SAT,49.386,SAT,50.917,SAT,50.974,SAT,50.622,SAT,49.525,AL,37.424,SAT,Buy (3)
48.554,Neutral,50.000,Neutral,16.587,Oversold,0.810,Buy,2.3457,High Volatility,21.101,Sell,-63.9621,Sell,-0.0486,Sell,50.391,Neutral,-4.098,Sell,-75.799,Sell,-2.3120,Sell,Buy (1) ,Strong Sell,31220,-1.82,SARKY,2023-03-22,SAT,33.800,SAT,32.564,SAT,32.696,AL,30.194,AL,29.528,AL,22.783,neutral,Buy (6)
39.314,Sell,19.821,Oversold,0.000,Oversold,-1.010,Sell,1.4314,Less Volatility,36.513,Sell,-123.9094,Sell,-1.8786,Sell,29.222,Oversold,-8.913,Sell,-99.286,Oversold,-2.5720,Sell,Buy (0) ,Strong Sell,2696,-0.44,ANGEN,2023-03-22,SAT,27.83,SAT,28.81,SAT,29.22,SAT,30.94,SAT,35.51,SAT,33.34,SAT,Buy (0)
49.203,Neutral,25.417,Sell,0.000,Oversold,0.806,Buy,2.1314,Less Volatility,31.179,Buy,-143.2437,Sell,-1.1343,Sell,41.642,Sell,-2.222,Sell,-92.254,Oversold,-1.4600,Sell,Buy (2) ,Strong Sell,36880,-0.97,YATAS,2023-03-22,SAT,38.036,SAT,38.864,SAT,38.131,AL,35.144,AL,31.883,AL,23.908,neutral,Buy (6)
44.775,Sell,19.818,Oversold,28.745,Sell,-0.626,Sell,1.1514,Less Volatility,25.482,Sell,-85.8896,Sell,-0.7121,Sell,28.435,Oversold,-9.457,Sell,-80.825,Oversold,-0.6100,Sell,Buy (0) ,Strong Sell,16590,+4.34,PRKME,2023-03-22,AL,16.532,SAT,17.173,SAT,17.589,SAT,18.422,SAT,18.876,AL,14.414,SAT,Buy (4)
62.915,Buy,49.078,Neutral,27.616,Sell,6.480,Buy,7.0321,High Volatility,54.374,Buy,62.4792,Buy,0.7571,Buy,43.430,Sell,13.161,Buy,-44.630,Buy,10.5000,Buy,Buy (8) ,Strong Buy,9910,+1.17,BRSAN,2023-03-22,AL,96.56,AL,97.27,AL,90.25,AL,76.85,AL,75.26,AL,59.66,AL,Buy (12)
43.912,Sell,20.383,Sell,39.525,Sell,-0.803,Sell,0.9679,Less Volatility,22.294,Sell,-47.0847,Neutral,0.0000,Neutral,33.029,Sell,-2.703,Sell,-74.913,Sell,-0.2560,Sell,Buy (0) ,Strong Sell,14000,-1.55,SANEL,2023-03-22,AL,13.854,SAT,14.360,SAT,14.227,SAT,16.730,SAT,15.563,AL,12.359,SAT,Buy (3)
60.940,Buy,39.022,Sell,91.307,Overbought,1.349,Buy,3.1893,Less Volatility,44.275,Buy,226.6465,Overbought,1.0536,Buy,49.218,Neutral,3.828,Buy,-32.335,Buy,7.9420,Buy,Buy (7) ,Strong Buy,65250,-0.31,LOGO,2023-03-22,AL,63.330,AL,62.785,AL,60.595,AL,59.213,AL,60.031,AL,52.837,AL,Buy (12)
54.080,Neutral,55.662,Buy,36.653,Sell,0.170,Buy,0.4707,Less Volatility,26.766,Sell,34.9163,Neutral,0.0000,Neutral,47.902,Sell,10.012,Buy,-35.196,Buy,0.2260,Buy,Buy (5) ,Buy,903,+0.44,DNISI,2023-03-22,SAT,9.07,SAT,9.14,AL,8.70,AL,8.61,SAT,9.08,AL,7.31,AL,Buy (8)
45.839,Neutral,15.508,Oversold,12.027,Oversold,0.034,Buy,0.4221,Less Volatility,39.868,Sell,-101.3297,Sell,-0.2421,Sell,33.666,Sell,-4.390,Sell,-89.394,Oversold,-0.4400,Sell,Buy (1) ,Strong Sell,6970,+0.14,DAGI,2023-03-22,SAT,7.058,SAT,7.205,SAT,7.387,AL,6.908,AL,6.521,AL,5.235,SAT,Buy (5)
